保險商品名稱,基金代碼,基金名稱,一個月％,三個月％,六個月％,今年來％,一年％
(超)(新)富利雙享外幣變額年金保險<已停售/暫時停止銷售>,AMU020,摩根新興市場債券基金（每月派息）,1.63,4.01,8.82,2.65,13.28
(超)(新)富利雙享外幣變額年金保險<已停售/暫時停止銷售>,AMU021,摩根環球非投資等級債券基金（每月派息）,0.21,1.71,3.07,0.77,7.43
(超)(新)富利雙享外幣變額年金保險<已停售/暫時停止銷售>,AMU022,摩根多重收益基金（每月派息）,2.18,4.73,7.67,3.61,12.39
(超)(新)富利雙享外幣變額年金保險<已停售/暫時停止銷售>,AMU023,摩根亞太入息基金（每月派息）,3.96,8.05,13.11,6.67,22.99
(超)(新)富利雙享外幣變額年金保險<已停售/暫時停止銷售>,AMU046,摩根歐洲動力基金,3.26,13.14,17.03,7.68,34.93
(超)(新)富利雙享外幣變額年金保險<已停售/暫時停止銷售>,AMU047,委託摩根投資帳戶─用心收益平衡型（現金撥回）(全權委託帳戶之資產撥回機制來源可能為本金)(撥回率或撥回金額非固定),1.69,4.86,8.63,3.42,14.24
(超)(新)富利雙享外幣變額年金保險<已停售/暫時停止銷售>,AMU048,委託摩根投資帳戶─用心收益平衡型（單位撥回）(全權委託帳戶之資產撥回機制來源可能為本金)(撥回率或撥回金額非固定),1.69,4.86,8.63,3.42,14.24
(超)(新)富利雙享外幣變額年金保險<已停售/暫時停止銷售>,AMU055,摩根日本（日圓）基金（美元對沖）,10.22,12.99,25.15,15.86,49.09
(超)(新)富利雙享外幣變額年金保險<已停售/暫時停止銷售>,AMU058,摩根歐洲策略股息基金,6.0,13.71,18.76,9.33,31.34
(超)(新)富利雙享外幣變額年金保險<已停售/暫時停止銷售>,AMU063,摩根多重收益基金(每月派息)(利率入息),2.17,4.74,7.62,3.69,12.4
(超)(新)富利雙享外幣變額年金保險<已停售/暫時停止銷售>,AMU065,摩根環球債券收益基金（每月配息）,0.65,1.3,2.34,0.65,5.55
(超)(新)富利雙享外幣變額年金保險<已停售/暫時停止銷售>,AMU066,摩根亞洲增長基金,9.31,18.95,30.09,16.42,43.98
(超)(新)富利雙享外幣變額年金保險<已停售/暫時停止銷售>,AMU071,摩根環球股息基金,2.66,6.43,8.61,5.15,17.57
(超)(新)富利雙享外幣變額年金保險<已停售/暫時停止銷售>,ANU004,晉達環球天然資源基金,8.24,31.18,46.69,22.37,63.81
(超)(新)富利雙享外幣變額年金保險<已停售/暫時停止銷售>,ANU018,晉達新興市場公司債券基金(每月配息),0.4,1.5,1.93,1.0,5.2
(超)(新)富利雙享外幣變額年金保險<已停售/暫時停止銷售>,ARE001,霸菱歐洲精選信託基金,1.89,10.47,8.83,4.83,8.04
(超)(新)富利雙享外幣變額年金保險<已停售/暫時停止銷售>,ARU007,霸菱成熟及新興市場非投資等級債券基金（每月配息）,0.4,1.6,2.4,1.46,5.94
(超)(新)富利雙享外幣變額年金保險<已停售/暫時停止銷售>,ARU009,霸菱韓國基金,31.34,63.49,102.7,54.44,153.51
(超)(新)富利雙享外幣變額年金保險<已停售/暫時停止銷售>,ARU015,霸菱大東協基金,3.88,12.47,12.7,9.43,28.05
(超)(新)富利雙享外幣變額年金保險<已停售/暫時停止銷售>,ARU017,霸菱亞洲增長基金,10.09,21.38,33.43,17.56,51.24
(超)(新)富利雙享外幣變額年金保險<已停售/暫時停止銷售>,ARU018,霸菱德國增長基金（美元避險）,1.59,8.37,5.26,4.28,15.1
(超)(新)富利雙享外幣變額年金保險<已停售/暫時停止銷售>,ASU004,摩根士丹利量化主動環球房地產基金,9.28,12.83,15.67,13.63,21.42
(超)(新)富利雙享外幣變額年金保險<已停售/暫時停止銷售>,ASU005,摩根士丹利印度股票基金,2.68,-4.64,-4.24,-3.39,5.8
(超)(新)富利雙享外幣變額年金保險<已停售/暫時停止銷售>,ASU007,摩根士丹利美國優勢基金,-8.53,-9.02,-11.13,-10.9,1.21
(超)(新)富利雙享外幣變額年金保險<已停售/暫時停止銷售>,ASU008,摩根士丹利環球品牌基金,-5.38,-5.5,-11.12,-6.24,-10.6
(超)(新)富利雙享外幣變額年金保險<已停售/暫時停止銷售>,ASU011,摩根士丹利新興市場債券基金ＡＲＭ,1.18,4.33,9.39,2.97,12.46
(超)(新)富利雙享外幣變額年金保險<已停售/暫時停止銷售>,ASU018,摩根士丹利亞洲股票基金(美元累積),5.83,16.8,26.29,14.04,41.1
(超)(新)富利雙享外幣變額年金保險<已停售/暫時停止銷售>,ASU019,摩根士丹利環球機會基金,-3.45,-1.48,-5.15,-3.71,1.61
(超)(新)富利雙享外幣變額年金保險<已停售/暫時停止銷售>,ASU020,摩根士丹利新興領先股票基金,1.94,5.54,10.36,6.33,24.25
(超)(新)富利雙享外幣變額年金保險<已停售/暫時停止銷售>,ASU021,摩根士丹利環球平衡收益基金(每月配息),1.37,3.39,7.74,2.55,5.93
(超)(新)富利雙享外幣變額年金保險<已停售/暫時停止銷售>,ASU024,摩根士丹利環球遠見基金,-9.08,-9.77,-10.9,-10.12,4.93
(超)(新)富利雙享外幣變額年金保險<已停售/暫時停止銷售>,ASU025,摩根士丹利歐洲機會基金,-1.8,-1.88,-2.23,-2.16,-8.67
(超)(新)富利雙享外幣變額年金保險<已停售/暫時停止銷售>,AWE013,安聯歐洲高息股票基金(歐元),5.67,10.6,14.35,7.07,13.99
(超)(新)富利雙享外幣變額年金保險<已停售/暫時停止銷售>,AWU002,安聯全球新興市場高股息基金,4.93,18.16,24.96,14.11,41.15
(超)(新)富利雙享外幣變額年金保險<已停售/暫時停止銷售>,AWU015,安聯亞洲靈活債券基金(每月配息),0.92,1.41,3.2,1.24,6.15
(超)(新)富利雙享外幣變額年金保險<已停售/暫時停止銷售>,AWU016,安聯亞洲不含中國股票基金,13.44,27.95,33.49,22.92,48.77
(超)(新)富利雙享外幣變額年金保險<已停售/暫時停止銷售>,AWU020,安聯多元信用債券基金(每月配息),0.65,1.71,3.08,1.11,5.85
(超)(新)富利雙享外幣變額年金保險<已停售/暫時停止銷售>,AWU024,安聯綠色債券基金(每月配息),1.23,1.3,2.78,1.65,3.91
(超)(新)富利雙享外幣變額年金保險<已停售/暫時停止銷售>,AWU025,安聯AI人工智慧基金,2.97,8.15,16.17,4.94,24.12
(超)(新)富利雙享外幣變額年金保險<已停售/暫時停止銷售>,AWU029,安聯收益成長基金(美元AM5月配),-0.7,1.64,4.79,0.96,10.37
(超)(新)富利雙享外幣變額年金保險<已停售/暫時停止銷售>,BBU002,安本新興市場公司債券基金(每月配息),0.84,2.21,3.83,1.51,7.92
(超)(新)富利雙享外幣變額年金保險<已停售/暫時停止銷售>,BBU005,安本前緣市場債券基金(每月配息),1.54,7.08,14.6,4.84,20.68
(超)(新)富利雙享外幣變額年金保險<已停售/暫時停止銷售>,BBU006,安本環球未來趨勢股票基金,-4.22,0.32,2.16,-1.36,7.65
(超)(新)富利雙享外幣變額年金保險<已停售/暫時停止銷售>,BNU004,駿利亨德森平衡基金(美元穩定月配),0.06,0.43,3.94,0.11,11.78
(超)(新)富利雙享外幣變額年金保險<已停售/暫時停止銷售>,BRU010,貝萊德智慧數據環球小型企業基金,2.9,11.4,13.53,9.22,32.88
(超)(新)富利雙享外幣變額年金保險<已停售/暫時停止銷售>,BRU014,貝萊德亞洲巨龍基金,5.99,16.03,24.46,11.6,40.04
(超)(新)富利雙享外幣變額年金保險<已停售/暫時停止銷售>,BRU017,貝萊德中國基金,-3.55,2.55,4.55,1.75,7.78
(超)(新)富利雙享外幣變額年金保險<已停售/暫時停止銷售>,BRU020,貝萊德世界健康科學基金,0.85,1.25,13.77,2.31,6.97
(超)(新)富利雙享外幣變額年金保險<已停售/暫時停止銷售>,BRU027,貝萊德美元儲備基金,0.29,0.86,1.85,0.53,3.84
(超)(新)富利雙享外幣變額年金保險<已停售/暫時停止銷售>,BRU028,貝萊德美元優質債券基金Ａ３,1.21,1.21,3.92,1.47,6.48
(超)(新)富利雙享外幣變額年金保險<已停售/暫時停止銷售>,BRU029,貝萊德歐元優質債券基金Ａ３,-0.24,2.87,4.21,2.24,16.13
(超)(新)富利雙享外幣變額年金保險<已停售/暫時停止銷售>,BRU030,貝萊德亞洲老虎債券基金Ａ３,0.89,1.94,4.59,1.76,8.5
(超)(新)富利雙享外幣變額年金保險<已停售/暫時停止銷售>,BRU031,貝萊德新興市場債券基金Ａ３,0.61,3.22,8.38,2.16,13.1
(超)(新)富利雙享外幣變額年金保險<已停售/暫時停止銷售>,BRU032,貝萊德美元非投資等級債券基金Ａ６,-0.77,0.63,2.2,-0.32,6.16
(超)(新)富利雙享外幣變額年金保險<已停售/暫時停止銷售>,BRU033,貝萊德環球非投資等級債券基金Ａ３,-0.34,1.08,2.36,0.31,6.15
(超)(新)富利雙享外幣變額年金保險<已停售/暫時停止銷售>,BRU043,貝萊德全球股票收益基金,0.75,5.47,11.57,4.35,17.29
(超)(新)富利雙享外幣變額年金保險<已停售/暫時停止銷售>,BRU062,貝萊德歐洲價值型基金（美元避險）,2.23,10.1,15.32,6.08,23.48
(超)(新)富利雙享外幣變額年金保險<已停售/暫時停止銷售>,BRU065,貝萊德新興市場股票收益基金,5.59,19.72,32.27,15.82,55.9
(超)(新)富利雙享外幣變額年金保險<已停售/暫時停止銷售>,BRU072,貝萊德ESG社會責任多元資產基金(每月配息),0.83,4.82,10.73,3.65,15.19
(超)(新)富利雙享外幣變額年金保險<已停售/暫時停止銷售>,BSU012,施羅德環球收益股票基金,6.15,13.76,14.75,9.43,26.38
(超)(新)富利雙享外幣變額年金保險<已停售/暫時停止銷售>,BSU029,委託施羅德投資帳戶─股債收益平衡（現金撥回）(全權委託帳戶之資產撥回機制來源可能為本金)(撥回率或撥回金額非固定),2.27,6.59,11.3,5.08,16.69
(超)(新)富利雙享外幣變額年金保險<已停售/暫時停止銷售>,BSU036,委託施羅德投資帳戶─股債收益平衡（單位撥回）(全權委託帳戶之資產撥回機制來源可能為本金)(撥回率或撥回金額非固定),2.27,6.59,11.3,5.08,16.69
(超)(新)富利雙享外幣變額年金保險<已停售/暫時停止銷售>,BSU041,施羅德歐元股票基金（美元對沖）,2.64,9.82,9.75,6.17,18.0
(超)(新)富利雙享外幣變額年金保險<已停售/暫時停止銷售>,BSU046,施羅德亞洲股息基金,8.93,19.81,25.65,15.33,44.14
(超)(新)富利雙享外幣變額年金保險<已停售/暫時停止銷售>,BSU050,施羅德環球收息債券基金(每月配息),0.26,0.98,2.58,0.58,6.82
(超)(新)富利雙享外幣變額年金保險<已停售/暫時停止銷售>,BSU052,施羅德環球多元收益基金（每月配息）,1.26,5.39,9.95,3.5,16.03
(超)(新)富利雙享外幣變額年金保險<已停售/暫時停止銷售>,BSU056,施羅德環球永續增長基金,0.57,5.41,8.09,1.99,14.69
(超)(新)富利雙享外幣變額年金保險<已停售/暫時停止銷售>,BSU059,施羅德環球環球創新股票基金(美元累積),-2.3,-0.33,2.95,-1.53,12.41
(超)(新)富利雙享外幣變額年金保險<已停售/暫時停止銷售>,BSU062,施羅德環球環球氣候變化策略基金,2.98,9.22,15.16,7.34,29.19
(超)(新)富利雙享外幣變額年金保險<已停售/暫時停止銷售>,BSU063,施羅德環球環球能源轉型股票基金,1.24,12.51,17.68,7.66,45.48
(超)(新)富利雙享外幣變額年金保險<已停售/暫時停止銷售>,BXU004,安盛美國非投資等級債券基金(每月配息),-0.17,1.15,2.04,0.18,5.83
(超)(新)富利雙享外幣變額年金保險<已停售/暫時停止銷售>,BXU005,安盛歐洲房地產股票基金 (美元避險),7.56,12.21,9.36,10.04,14.0
(超)(新)富利雙享外幣變額年金保險<已停售/暫時停止銷售>,PIU001,PIMCO新興市場債券基金(每月配息),0.68,2.48,7.19,1.77,13.16
(超)(新)富利雙享外幣變額年金保險<已停售/暫時停止銷售>,PIU002,PIMCO多元收益債券基金(每月配息),0.24,1.34,4.23,0.99,7.83
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,ABE001,聯博歐洲收益基金(歐元計價),0.8,1.3,2.21,1.43,3.09
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,ABE002,聯博全球價值型基金(歐元計價),5.31,9.49,18.55,8.74,20.25
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,ABE004,聯博國際醫療基金(歐元計價),3.96,0.38,14.23,3.38,-4.71
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,ABT001,聯博全球非投資等級債券基金（新臺幣計價）,-0.25,1.17,3.33,0.5,2.8
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,ABT003,聯博多元資產收益組合基金（新臺幣計價）,1.61,4.69,8.54,3.45,9.77
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,ABT007,聯博歐洲多重資產基金（新臺幣計價）,2.15,10.56,12.64,5.22,22.29
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,ABT009,聯博亞太多重資產基金（新臺幣計價）,8.43,21.56,29.23,17.99,47.36
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,ABT010,聯博美國成長入息基金,-3.0,-2.57,3.68,-2.4,5.12
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,ABT011,聯博美國多重資產收益基金,-0.64,0.0,3.65,0.08,5.3
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,ABU002,聯博國際醫療基金,2.08,2.3,16.01,3.95,8.2
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,ABU003,聯博新興市場成長基金,6.15,20.7,27.48,17.32,47.02
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,ABU004,聯博美國收益基金,1.09,1.39,2.8,1.36,6.51
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,ABU005,聯博全球非投資等級債券基金,-0.05,1.32,2.68,0.76,6.23
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,ABU006,聯博美國成長基金,-3.69,-3.71,-0.88,-2.88,11.7
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,ABU008,聯博短期債券基金,0.6,1.0,1.87,0.8,4.09
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,ABU009,聯博永續主題基金,-3.6,-1.6,-3.14,-1.19,6.1
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,ABU018,聯博全球不動產證券基金,7.87,9.76,11.02,10.95,16.36
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,ABU042,聯博新興市場多元收益基金,4.83,16.15,23.3,13.83,34.62
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,ABU043,聯博聚焦美國股票基金,-4.82,-3.1,-5.39,-3.64,2.44
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,ABU047,聯博優化波動股票基金,-0.95,0.12,2.44,0.06,8.85
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,ABU048,聯博全球核心股票基金,-1.11,4.11,3.6,2.81,12.37
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,ABU049,聯博房貸收益基金,0.64,1.39,3.17,1.08,5.83
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,ABU053,聯博全球靈活收益基金,1.51,1.46,2.68,1.77,4.28
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,ABU056,聯博美國永續主題基金,-3.38,-2.88,-1.46,-2.02,7.25
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,ACT001,國泰中小成長基金,16.4,29.32,53.67,21.92,93.32
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,ACT002,國泰台灣貨幣市場基金,0.12,0.37,0.73,0.23,1.47
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,ACT003,國泰大中華基金,14.48,31.97,62.91,21.47,110.2
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,ACT004,國泰科技生化基金,15.7,33.82,61.96,24.06,96.71
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,ACT008,國泰國泰基金,15.99,27.38,52.62,19.76,90.0
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,ACT009,國泰小龍基金,16.04,34.63,63.3,24.71,107.21
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,ACT011,國泰全球積極組合基金,3.18,13.21,21.29,10.28,21.44
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,ACT015,國泰全球基礎建設基金,10.6,13.1,18.79,14.48,19.9
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,ACT017,國泰中港台基金,8.3,28.25,40.17,18.28,54.38
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,ACT019,國泰新興市場基金,9.91,18.22,33.2,15.32,54.5
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,ACT020,國泰豐益債券組合基金,0.5,2.39,6.64,1.69,4.06
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,ACT021,國泰新興非投資等級債券基金,0.64,3.58,6.46,2.6,6.48
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,ACT024,國泰中國新興戰略基金,7.27,21.67,32.61,15.02,57.06
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,ACT025,國泰中國內需增長基金,7.22,27.48,39.33,18.54,53.61
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,ACT032,國泰全球多重收益平衡基金,1.35,4.98,11.66,3.61,11.27
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,ACT035,國泰亞太入息平衡基金(新臺幣計價),15.77,36.56,60.89,31.43,66.73
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,ACT038,國泰主順位資產抵押非投資等級債券基金,-0.67,0.83,3.8,0.1,2.34
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,ACT043,國泰美國多重收益平衡基金,0.75,1.72,7.73,1.44,7.13
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,ACT045,國泰台灣高股息基金,12.38,29.87,50.85,22.32,77.47
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,ACT046,國泰美國ESG基金,2.41,4.8,19.09,3.9,18.51
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,ACT047,國泰美國優質債券基金(新臺幣累積),0.33,0.6,4.9,0.95,2.54
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,AEU001,首源首域盈信亞洲增長基金,3.44,10.55,14.97,6.31,28.66
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,AEU002,首源首域盈信大中華增長基金,3.89,9.65,9.66,8.58,20.8
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,AEU004,首源盈信全球新興市場領先基金,4.22,12.1,10.67,9.16,17.93
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,AEU005,首源首域盈信中國核心基金,1.04,4.03,2.78,3.84,15.09
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,AEU007,首源首域盈信東協全市值基金,1.02,5.76,7.2,2.29,20.0
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,AEU008,首源盈信世界領先基金,5.64,15.54,11.17,9.34,18.05
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,AEU009,首源亞洲優質債券基金,1.45,1.06,2.69,1.01,5.65
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,AEU011,首源全球基建基金,8.3,9.6,10.51,9.85,22.29
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,AEU012,首源首域盈信印度次大陸基金,1.38,-4.21,-8.32,-4.81,-0.44
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,AFE001,富達歐洲基金(歐元計價),4.56,7.08,7.13,4.46,6.82
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,AFE002,富達全球工業基金(歐元計價),9.98,18.01,19.94,16.36,17.85
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,AFE003,富達全球科技基金(歐元計價),-3.34,2.45,7.7,-0.06,7.29
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,AFE014,富達歐元債券基金(歐元計價),0.97,0.78,1.7,1.17,1.11
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,AFT001,富達智慧醫療多重資產收益基金(新臺幣計價),-1.49,-0.46,8.5,0.42,-2.51
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,AFT003,富達未來通訊多重資產收益基金(新臺幣計價),1.59,6.9,12.23,4.74,14.71
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,AFU001,富達東協基金(美元),0.29,7.49,7.57,5.23,19.29
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,AFU004,富達印度聚焦基金,0.47,-4.95,-4.61,-4.84,4.13
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,AFU005,富達亞洲非投資等級債券基金,0.86,3.66,6.0,2.82,10.2
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,AFU007,富達美元非投資等級債券基金(美元),0.34,1.83,3.27,0.86,6.81
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,AFU008,富達亞洲股票ESG基金(A股累計美元),4.14,14.73,25.29,12.89,40.5
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,AFU014,富達美元債券基金,1.81,1.25,3.57,1.75,5.94
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,AFU015,富達新興歐非中東基金,1.75,19.59,25.78,12.93,53.3
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,AFU027,富達全球消費品牌基金,-4.17,-3.76,-1.72,-4.93,2.39
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,AFU028,富達永續發展全球健康護理基金,-1.94,-0.15,7.5,0.42,0.0
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,AFU038,富達亞太入息基金,6.05,17.04,25.42,14.91,42.99
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,AFU039,富達全球入息基金,6.64,12.25,12.92,9.37,25.85
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,AFU041,富達美國基金,3.2,7.51,12.0,6.37,14.22
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,AFU054,富達美元現金基金,0.31,0.94,1.97,0.57,4.13
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,AFU063,富達全球科技基金,-4.32,4.0,10.08,0.49,19.92
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,AFU065,富達日本價值基金(美元避險累積),14.14,22.92,39.73,20.38,72.38
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,AGT002,野村全球生技醫療基金,0.58,-1.69,13.73,2.35,2.07
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,AGT005,野村中小基金,21.1,43.81,74.66,31.83,110.32
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,AGT026,野村優質基金(新臺幣累積),19.52,32.47,56.52,25.32,95.8
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,AGU003,高盛亞洲債券基金,1.07,1.73,3.78,1.45,6.9
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,AGU005,高盛投資級公司債基金,1.0,0.99,3.37,1.11,6.05
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,AGU006,高盛氣候與環境永續基金,5.3,8.42,3.01,8.74,9.06
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,AGU009,高盛新興市場債券基金,1.6,3.55,7.98,2.41,13.18
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,AGU014,高盛美國高股息基金,2.22,1.98,4.67,1.98,7.09
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,AHT001,瀚亞歐洲基金,-0.91,6.14,5.83,2.38,9.14
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,AHU001,Ｍ＆Ｇ全球未來趨勢基金,2.71,10.25,12.2,5.83,23.83
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,AHU005,瀚亞投資全球科技股票基金,-3.73,0.22,7.36,-0.46,23.11
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,AHU008,瀚亞投資亞洲債券基金,1.07,1.54,4.01,1.53,6.96
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,AHU010,瀚亞投資中印股票基金,-2.67,-4.42,-1.43,-3.04,7.6
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,AHU012,瀚亞投資美國非投資等級債券基金,-0.16,1.55,2.81,0.64,6.5
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,AHU013,瀚亞投資美國優質債券基金,1.16,1.44,3.78,1.39,6.4
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,AHU016,瀚亞投資全球價值股票基金,2.64,9.96,14.65,7.27,29.28
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,AHU018,M&G收益優化基金,1.2,1.44,4.23,1.49,6.71
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,AHU019,M&G環球股息基金,3.07,13.69,14.91,6.69,19.53
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,AKU001,富蘭克林坦伯頓成長基金,-1.12,4.78,9.42,3.36,23.54
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,AKU004,富蘭克林坦伯頓美國政府基金,1.45,1.86,4.35,2.09,6.7
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,AKU005,富蘭克林坦伯頓全球債券基金,0.63,5.23,6.67,4.43,16.01
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,AKU006,富蘭克林坦伯頓大中華基金,-3.02,4.02,8.65,3.54,17.36
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,ALU001,景順美國價值股票基金,2.07,6.82,10.24,4.21,15.06
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,AMT001,摩根新興科技基金,18.63,43.52,67.75,31.28,102.81
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,AMT004,摩根新興３５基金-累積型,7.7,20.01,32.81,16.22,42.62
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,AMT005,摩根東方內需機會基金,7.78,18.8,31.76,15.36,38.34
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,AMU001,摩根東協基金,3.42,9.97,9.86,7.88,22.38
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,AMU002,摩根太平洋證券基金,7.66,16.36,22.67,14.12,38.07
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,AMU003,摩根中國基金,-0.91,1.96,4.25,1.81,12.46
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,AMU005,摩根美國複合收益基金 (美元年配),1.31,1.22,3.69,1.4,6.07
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,AMU012,摩根俄羅斯基金 (暫停交易),,,,,
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,AMU013,摩根環球天然資源基金,5.21,30.43,48.84,23.34,72.43
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,AMU014,摩根新興市場本地貨幣債券基金,1.89,6.43,9.32,4.53,20.13
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,AMU036,摩根環球企業債券基金,0.97,1.55,3.67,1.41,6.19
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,AMU038,摩根多重收益基金,2.18,4.73,7.66,3.61,12.38
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,AMU043,摩根新興市場企業債券基金,0.82,2.07,3.53,1.32,7.61
富世紀變額萬能壽險(乙型)<已停售/暫時停止銷售>,AMU055,摩根日本（日圓）基金（美元對沖）,10.22,12.99,25.15,15.86,49.09
